mNGS_sample_name,MAG_ID,nPID,nTID,nSID,Study_Group,Cycle,Visit,CollectDate,Source,gene_name,gene_family,drug_class,resistance_mechanism,model_type,cutoff,mech_efflux,mech_influx,mech_abxinact,mech_targalt,mech_num,amr_yn,amr_AGly,amr_Phe,amr_Bla,amr_Flq,amr_Fcyn,amr_Glyco,amr_MLS,amr_Nfn,amr_Oxa,amr_Pep,amr_Rif,amr_Sulf,amr_Mcr,amr_Tet,amr_class_num,abx_class,species,MAG_derep,MAG_derep_num
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,YojI,ATP-binding cassette (ABC) antibiotic efflux pump,peptide antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Escherichia coli,Escherichia coli_1,16
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,Escherichia coli acrA,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,5,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,H-NS,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam; tetracycline antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,rsmA,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,emrA,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Fluoroquinolone,Escherichia coli,Escherichia coli_1,16
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,Klebsiella pneumoniae KpnH,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,5,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,cephalosporin; penicillin beta-lactam,antibiotic target alteration,protein variant model,Strict,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Beta-lactam,Escherichia coli,Escherichia coli_1,16
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,elfamycin resistant EF-Tu,elfamycin antibiotic,antibiotic target alteration,protein variant model,Strict,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Escherichia coli,Escherichia coli_1,16
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,; antibiotic efflux resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic target alteration,protein overexpression model,Strict,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,5,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Escherichia coli,Escherichia coli_1,16
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,baeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein overexpression model,Strict,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Aminoglycoside,Escherichia coli,Escherichia coli_1,16
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,Escherichia coli soxS with mutation conferring antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics antibiotic target alteration; antibiotic efflux,reduced permeability to antibiotic,protein overexpression model,Strict,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,5,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics antibiotic target alteration; antibiotic efflux,Escherichia coli,Escherichia coli_1,16
3279_15,3279_15_S46_concoct_4,D02,D9,D02_D9,Donor,NA,9,NA,stool,Escherichia coli soxR with mutation conferring antibiotic resistance,; antibiotic efflux ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic target alteration,protein overexpression model,Strict,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,5,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,eptA,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,mdtN,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,TolC,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,8,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,mdtP,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,vanG,glycopeptide resistance gene cluster; Van ligase,glycopeptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Glycopeptide,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,Escherichia coli acrA,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,5,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,Escherichia coli mdfA,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,ArnT,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,EC-5,EC beta-lactamase,cephalosporin,antibiotic inactivation,protein homolog model,Strict,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Beta-lactam,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,mdtE,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,YojI,ATP-binding cassette (ABC) antibiotic efflux pump,peptide antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,kdpE,kdpDE,aminoglycoside antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Aminoglycoside,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,emrK,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tetracycline,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,evgA,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam; tetracycline antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,AcrF,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,bacA,undecaprenyl pyrophosphate related proteins,peptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,Escherichia coli emrE,small multidrug resistance (SMR) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,MLS,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,cpxA,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Aminoglycoside,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,leuO,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Perfect,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,AcrE,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,AcrS,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,5,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,emrA,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Fluoroquinolone,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,Klebsiella pneumoniae KpnE,small multidrug resistance (SMR) antibiotic efflux pump,macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,6,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,rsmA,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,Klebsiella pneumoniae KpnH,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,5,Multi-drug efflux pump,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,elfamycin resistant EF-Tu,elfamycin antibiotic,antibiotic target alteration,protein variant model,Strict,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,"Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime",; antibiotic efflux resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic target alteration,protein overexpression model,Strict,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,5,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,baeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein overexpression model,Strict,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Aminoglycoside,Escherichia coli,Escherichia coli_1,16
3279_17,3279_17_S48_concoct_45,D02,D4,D02_D4,Donor,NA,4,NA,stool,Escherichia coli soxS with mutation conferring antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics antibiotic target alteration; antibiotic efflux,reduced permeability to antibiotic,protein overexpression model,Strict,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,5,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics antibiotic target alteration; antibiotic efflux,Escherichia coli,Escherichia coli_1,16
3279_3,3279_3_S34_concoct_93,D01,D10,D01_D10,Donor,NA,10,NA,stool,FosA2,fosfomycin thiol transferase,phosphonic acid antibiotic,antibiotic inactivation,protein homolog model,Strict,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Fosfomycin,Enterobacter hormaechei_C,Enterobacter hormaechei_C_1,209
3279_3,3279_3_S34_concoct_93,D01,D10,D01_D10,Donor,NA,10,NA,stool,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,Multi-drug efflux pump,Enterobacter hormaechei_C,Enterobacter hormaechei_C_1,209
3279_3,3279_3_S34_concoct_93,D01,D10,D01_D10,Donor,NA,10,NA,stool,ramA,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics antibiotic efflux,reduced permeability to antibiotic,protein homolog model,Strict,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,5,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics antibiotic efflux,Enterobacter hormaechei_C,Enterobacter hormaechei_C_1,209
3279_3,3279_3_S34_concoct_93,D01,D10,D01_D10,Donor,NA,10,NA,stool,bacA,undecaprenyl pyrophosphate related proteins,peptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Enterobacter hormaechei_C,Enterobacter hormaechei_C_1,209
3279_3,3279_3_S34_concoct_93,D01,D10,D01_D10,Donor,NA,10,NA,stool,emrR,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Fluoroquinolone,Enterobacter hormaechei_C,Enterobacter hormaechei_C_1,209
3279_3,3279_3_S34_concoct_93,D01,D10,D01_D10,Donor,NA,10,NA,stool,emrB,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Fluoroquinolone,Enterobacter hormaechei_C,Enterobacter hormaechei_C_1,209
3279_3,3279_3_S34_concoct_93,D01,D10,D01_D10,Donor,NA,10,NA,stool,ArnT,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,protein homolog model,Strict,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lipopeptide,Enterobacter hormaechei_C,Enterobacter hormaechei_C_1,209
3279_3,3279_3_S34_concoct_93,D01,D10,D01_D10,Donor,NA,10,NA,stool,msbA,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,protein homolog model,Strict,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Enterobacter hormaechei_C,Enterobacter hormaechei_C_1,209
