MAG_ID,species,sample_name_1,sample_name_2,n_scaffolds_pair,prop_MAG_scaffolds,median_popANI,prop_scaffolds_high,meets_min_scaffolds,meets_prop_MAG,meets_prop_high,shared_strain,ID_1,nPID_1,nTID_1,nSID_1,Study_Group_1,Cycle_1,Visit_1,CollectDate_1,Source_1,WGS_org_1,WGS_bact_strain_1,WGS_strain_num_1,Seq_1,ID_2,nPID_2,nTID_2,nSID_2,Study_Group_2,Cycle_2,Visit_2,CollectDate_2,Source_2,WGS_org_2,WGS_bact_strain_2,WGS_strain_num_2,Seq_2
APPS0040_S643_concoct_bin16,Clostridioides difficile,APPS0071_S663,p23220-s332_snt0009-d0prccfa06-08-23-1of1_s331,699,0.958847737,1,0.994227994,TRUE,TRUE,TRUE,TRUE,P45_W6_PR,P45,W6,P45_W6,APPS,2,APPS,6/11/23,PR,NA,NA,NA,mNGS,P49_W8_PR,P49,W8,P49_W8,SNT,2,D00,6/28/23,PR,Clostridioides difficile,C. difficile_2,2,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,APPS0071_S663,p23220-s333_snt0009-d7prccfa06-15-23-1of1_s332,699,0.958847737,1,0.991354467,TRUE,TRUE,TRUE,TRUE,P45_W6_PR,P45,W6,P45_W6,APPS,2,APPS,6/11/23,PR,NA,NA,NA,mNGS,P49_W9_PR,P49,W9,P49_W9,SNT,2,D07,7/5/23,PR,Clostridioides difficile,C. difficile_2,2,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,APPS0071_S663,p23220-s344_snt0009-d21prccfa06-29-23-1of1_s343,699,0.958847737,1,0.994244604,TRUE,TRUE,TRUE,TRUE,P45_W6_PR,P45,W6,P45_W6,APPS,2,APPS,6/11/23,PR,NA,NA,NA,mNGS,P49_W11_PR,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,Clostridioides difficile,C. difficile_2,2,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,APPS0071_S663,p23220-s373_SNT0009PR-S-day0,697,0.956104252,1,0.996677741,TRUE,TRUE,TRUE,TRUE,P45_W6_PR,P45,W6,P45_W6,APPS,2,APPS,6/11/23,PR,NA,NA,NA,mNGS,P49_W8_PR,P49,W8,P49_W8,SNT,2,D00,6/28/23,PR,NA,NA,NA,mNGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,APPS0071_S663,p23220-s374_SNT0009PR-S-day7,698,0.957475995,1,0.994274809,TRUE,TRUE,TRUE,TRUE,P45_W6_PR,P45,W6,P45_W6,APPS,2,APPS,6/11/23,PR,NA,NA,NA,mNGS,P49_W9_PR,P49,W9,P49_W9,SNT,2,D07,7/5/23,PR,NA,NA,NA,mNGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,APPS0071_S663,p23220-s382_SNT0010PR-S-day28,646,0.886145405,1,0.858208955,TRUE,TRUE,TRUE,TRUE,P45_W6_PR,P45,W6,P45_W6,APPS,2,APPS,6/11/23,PR,NA,NA,NA,mNGS,P32_W11_PR,P32,W11,P32_W11,SNT,2,D28,7/19/23,PR,NA,NA,NA,mNGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s313_apps0071-envccfa05-22-23-1of-1_s312,p23220-s332_snt0009-d0prccfa06-08-23-1of1_s331,701,0.961591221,1,0.975609756,TRUE,TRUE,TRUE,TRUE,P45_W6_env,P45,W6,P45_W6,APPS,2,APPS,6/11/23,env,Clostridioides difficile,C. difficile_2,2,WGS,P49_W8_PR,P49,W8,P49_W8,SNT,2,D00,6/28/23,PR,Clostridioides difficile,C. difficile_2,2,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s313_apps0071-envccfa05-22-23-1of-1_s312,p23220-s333_snt0009-d7prccfa06-15-23-1of1_s332,701,0.961591221,1,0.96991404,TRUE,TRUE,TRUE,TRUE,P45_W6_env,P45,W6,P45_W6,APPS,2,APPS,6/11/23,env,Clostridioides difficile,C. difficile_2,2,WGS,P49_W9_PR,P49,W9,P49_W9,SNT,2,D07,7/5/23,PR,Clostridioides difficile,C. difficile_2,2,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s313_apps0071-envccfa05-22-23-1of-1_s312,p23220-s344_snt0009-d21prccfa06-29-23-1of1_s343,701,0.961591221,1,0.961373391,TRUE,TRUE,TRUE,TRUE,P45_W6_env,P45,W6,P45_W6,APPS,2,APPS,6/11/23,env,Clostridioides difficile,C. difficile_2,2,WGS,P49_W11_PR,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,Clostridioides difficile,C. difficile_2,2,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s313_apps0071-envccfa05-22-23-1of-1_s312,p23220-s373_SNT0009PR-S-day0,699,0.958847737,1,0.995275591,TRUE,TRUE,TRUE,TRUE,P45_W6_env,P45,W6,P45_W6,APPS,2,APPS,6/11/23,env,Clostridioides difficile,C. difficile_2,2,WGS,P49_W8_PR,P49,W8,P49_W8,SNT,2,D00,6/28/23,PR,NA,NA,NA,mNGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s313_apps0071-envccfa05-22-23-1of-1_s312,p23220-s374_SNT0009PR-S-day7,699,0.958847737,1,0.989285714,TRUE,TRUE,TRUE,TRUE,P45_W6_env,P45,W6,P45_W6,APPS,2,APPS,6/11/23,env,Clostridioides difficile,C. difficile_2,2,WGS,P49_W9_PR,P49,W9,P49_W9,SNT,2,D07,7/5/23,PR,NA,NA,NA,mNGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s313_apps0071-envccfa05-22-23-1of-1_s312,p23220-s382_SNT0010PR-S-day28,653,0.895747599,1,0.842105263,TRUE,TRUE,TRUE,TRUE,P45_W6_env,P45,W6,P45_W6,APPS,2,APPS,6/11/23,env,Clostridioides difficile,C. difficile_2,2,WGS,P32_W11_PR,P32,W11,P32_W11,SNT,2,D28,7/19/23,PR,NA,NA,NA,mNGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s315_snt0001-d0prccfa04-24-23-1of1_s314,707,0.969821674,1,0.984240688,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P26_W2_PR,P26,W2,P26_W2,SNT,1,D00,5/14/23,PR,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s316_snt0001-d7prccfa05-01-23-1of1_s315,706,0.968449931,1,0.989985694,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P26_W3_PR,P26,W3,P26_W3,SNT,1,D07,5/21/23,PR,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s317_snt0001-d7envccfa05-01-23-1of1_s316,704,0.965706447,1,0.98989899,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P26_W3_env,P26,W3,P26_W3,SNT,1,D07,5/21/23,env,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s318_snt0001-d21prccfa05-15-23-1of1_s317,710,0.9739369,1,0.985714286,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P26_W5_PR,P26,W5,P26_W5,SNT,1,D21,6/4/23,PR,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s319_snt0001-d21envccfa05-15-23-1of1_s318,707,0.969821674,1,0.979913917,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P26_W5_env,P26,W5,P26_W5,SNT,1,D21,6/4/23,env,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s327_snt0007-d0prccfa04-24-23-1of1_s326,702,0.962962963,1,0.991240876,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P30_W2_PR,P30,W2,P30_W2,SNT,1,D00,5/14/23,PR,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s328_snt0007-d0envccfa04-24-23-1of1_s327,707,0.969821674,1,0.989913545,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P30_W2_env,P30,W2,P30_W2,SNT,1,D00,5/14/23,env,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s329_snt0007-d7prccfa05-01-23-1of1_s328,707,0.969821674,1,0.995575221,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P30_W3_PR,P30,W3,P30_W3,SNT,1,D07,5/21/23,PR,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s330_snt0007-d21prccfa05-15-23-1of1_s329,706,0.968449931,1,0.995542348,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P30_W5_PR,P30,W5,P30_W5,SNT,1,D21,6/4/23,PR,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s331_snt0007-d28prccfa05-15-23-1of1_s330,704,0.965706447,1,0.995626822,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P30_W6_PR,P30,W6,P30_W6,SNT,1,D28,6/12/23,PR,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s335_snt0009-d28envccfa07-06-23-1of1_s334,707,0.969821674,1,0.994177584,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P49_W12_env,P49,W12,P49_W12,SNT,2,D28,7/26/23,env,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s341_snt0012-d7prccfa06-08-23-1of1_s340,707,0.969821674,1,0.984263233,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P51_W8_PR,P51,W8,P51_W8,SNT,2,D07,6/28/23,PR,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s342_snt0013-d7prccfa06-08-23-1of1_s341,706,0.968449931,1,0.988405797,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P26_W8_PR,P26,W8,P26_W8,SNT,2,D07,6/28/23,PR,Clostridioides difficile,C. difficile_1,1,WGS
APPS0040_S643_concoct_bin16,Clostridioides difficile,p23220-s314_apps0044-2-envccfa05-22-23-1of1_s313,p23220-s343_snt0013-d7envccfa06-08-23-1of1_s342,706,0.968449931,1,0.979971388,TRUE,TRUE,TRUE,TRUE,P26_W6_env,P26,W6,P26_W6,SNT,1,D28,6/11/23,env,Clostridioides difficile,C. difficile_1,1,WGS,P26_W8_env,P26,W8,P26_W8,SNT,2,D07,6/28/23,env,Clostridioides difficile,C. difficile_1,1,WGS
